index,count_deposit,count_borrow,count_repay,count_withdraw,count_liquidation,avg_deposit,avg_borrow,avg_repay,avg_withdraw,withdraw_to_depo,borrow_to_deposit,repay_to_borrow
350,0.07785888077858881,0.065,0.03436426116838488,0.0005608131791097091,0.0,0.00011772420535685705,0.00014678261085686577,0.00018014069756694997,0.0002757407377268145,5.356467357593753e-11,0.3867845628159629,0.8333292299042314
1846,0.004866180048661801,0.0,0.0,0.0,0.0,2.0646707628690774e-07,0.0,0.0,0.0,0.0,0.0,0.0
2492,0.0024330900243309003,0.005,0.003436426116838488,7.010164738871364e-05,0.0,0.002708799689921535,0.0007017656282574621,0.0007475385949336538,0.0025005458962090005,8.44425202835971e-11,0.19782542156878488,0.9402952723829233
1518,0.0024330900243309003,0.005,0.0,0.0,0.0,1.9650943365189874e-08,1.711823347326656e-09,0.0,0.0,0.0,0.06651720218103684,0.0
1064,0.0,0.0,0.0,0.0006309148264984228,0.0,0.0,0.0,0.0,0.00019043378387155902,0.40929518081572513,0.0,0.0
959,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,5.100311041859779e-05,0.0,0.0,4.7081969512169825e-05,8.444252361039716e-11,0.0,0.0
2521,0.004866180048661801,0.0,0.0,0.0,0.0,3.876056727034105e-07,0.0,0.0,0.0,0.0,0.0,0.0
3049,0.009732360097323601,0.0,0.0,0.0,0.0,6.535432661966606e-05,0.0,0.0,0.0,0.0,0.0,0.0
2832,0.06326034063260341,0.05,0.027491408934707903,0.0009113214160532773,0.038461538461538464,0.00014810271689243593,0.00015851981168886123,5.59046749036989e-05,0.00030928323574628045,9.551390991323433e-11,0.3143504589640978,0.249044699132205
492,0.26034063260340634,0.295,0.15463917525773196,0.0009113214160532773,0.0,6.862358689882962e-05,0.002040646617288463,0.002723665425099819,0.00022167890487125234,3.5901600047528e-11,1.0,0.8986057321266613
261,0.0024330900243309003,0.0,0.0,0.0,0.0,6.255847737819332e-07,0.0,0.0,0.0,0.0,0.0,0.0
2595,0.0024330900243309003,0.0,0.0,0.0,0.0,4.1958746036501753e-07,0.0,0.0,0.0,0.0,0.0,0.0
1097,0.014598540145985401,0.03,0.010309278350515464,0.0005608131791097091,0.0,3.65441137654866e-05,2.2141656676570336e-05,2.567786174932993e-05,1.431383146604807e-05,4.7772770778397936e-11,0.462657466476365,0.5118486302637966
1579,0.0024330900243309003,0.0,0.0,0.0,0.0,4.5530982518644367e-07,0.0,0.0,0.0,0.0,0.0,0.0
1948,0.0024330900243309003,0.0,0.0,0.0,0.0,7.887756617721017e-08,0.0,0.0,0.0,0.0,0.0,0.0
3043,0.08759124087591241,0.115,0.037800687285223365,0.00042060988433228184,0.0,2.8008412696225372e-05,1.680905025384484e-05,3.243074034082499e-05,3.5620051684385756e-05,1.9389120324955422e-11,0.2927837158913754,0.8145191188242098
3172,0.0024330900243309003,0.0,0.0,0.0,0.0,4.2458638667964646e-07,0.0,0.0,0.0,0.0,0.0,0.0
2582,0.0024330900243309003,0.005,0.0,0.0,0.0,0.0037513324587831846,0.001241521247492918,0.0,0.0,0.0,0.25271760638508506,0.0
3124,0.0072992700729927005,0.025,0.006872852233676976,7.010164738871364e-05,0.0,0.001922276594773374,0.0006979234091040963,0.000875808784961846,3.5199694969211925e-05,5.583484366271189e-13,0.4620696850476521,0.44308227754804935
1839,0.004866180048661801,0.0,0.0,0.0,0.0,4.522998011685972e-07,0.0,0.0,0.0,0.0,0.0,0.0
2143,0.0024330900243309003,0.0,0.0,0.0,0.0,7.86179979696136e-07,0.0,0.0,0.0,0.0,0.0,0.0
3061,0.0024330900243309003,0.0,0.0,0.0,0.0,4.224989394301121e-07,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0024330900243309003,0.0,0.0,0.0,0.0,6.16743240427401e-08,0.0,0.0,0.0,0.0,0.0,0.0
488,0.021897810218978103,0.03,0.0,7.010164738871364e-05,0.0,1.3325978974173559e-05,6.241563855566733e-06,0.0,1.9067330098308675e-05,1.4542929021929947e-11,0.238434972447809,0.0
855,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0008202302812863622,0.0,0.0,0.0,0.0,0.0,0.0
1060,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,0.0022409239202865797,0.0,0.0,0.002059213316878694,8.405769434833828e-11,0.0,0.0
1478,0.0024330900243309003,0.0,0.0,0.0,0.0,6.078044254450774e-07,0.0,0.0,0.0,0.0,0.0,0.0
2130,0.004866180048661801,0.015,0.003436426116838488,7.010164738871364e-05,0.0,2.4593257893702124e-06,6.426245254024686e-07,1.9548254293799774e-06,4.576284174867011e-06,8.51079944466034e-11,0.29929487683970435,0.8950604497486461
428,0.0024330900243309003,0.0,0.0,0.0,0.0,4.333739467605524e-07,0.0,0.0,0.0,0.0,0.0,0.0
2316,0.004866180048661801,0.0,0.0,7.010164738871364e-05,0.0,8.824127164116752e-05,0.0,0.0,0.00016191678281190288,8.392543023562814e-11,0.0,0.0
367,0.0024330900243309003,0.0,0.0,0.0,0.0,3.9064148327994586e-07,0.0,0.0,0.0,0.0,0.0,0.0
441,0.004866180048661801,0.01,0.0,0.0,0.0,3.22845387754006e-07,1.0001595266569379e-08,0.0,0.0,0.0,0.023656001002191725,0.0
3403,0.009732360097323601,0.005,0.003436426116838488,0.00014020329477742728,0.0,3.4301602752159966e-06,3.715442042200427e-06,3.970695395863133e-06,3.827207923971354e-06,5.103181240219764e-11,0.20677750851878532,0.9433628446522128
2983,0.0,0.0,0.0,7.010164738871364e-05,0.0,0.0,0.0,0.0,1.775852338577027e-05,0.004240893462224304,0.0,0.0
3447,0.009732360097323601,0.01,0.010309278350515464,0.0003505082369435682,0.0,3.404203078785873e-05,1.3011344620600211e-05,9.24001206978007e-06,2.5034435668836972e-05,8.40883021406649e-11,0.14592971329898363,0.9402953006537659
955,0.0024330900243309003,0.0,0.0,0.0,0.0,2.0466672468111303e-05,0.0,0.0,0.0,0.0,0.0,0.0
2741,0.0024330900243309003,0.0,0.0,0.0,0.0,4.1935582255523095e-07,0.0,0.0,0.0,0.0,0.0,0.0
929,0.019464720194647202,0.01,0.006872852233676976,0.0004907115317209955,0.0,0.0002875217849691685,0.00020659695370520403,0.00021980013784333096,0.0003032494138148042,8.441906205404717e-11,0.13717034373419534,0.9391322888872722
432,0.2773722627737226,0.075,0.09278350515463918,0.00028040658955485456,0.0,8.203720641676853e-07,4.539540404500677e-06,9.98559287686579e-07,5.584741084417714e-06,2.1849961251637662e-11,0.555973832864237,0.3495080520192861
1632,0.0072992700729927005,0.0,0.0,7.010164738871364e-05,0.0,0.001285674486412837,0.0,0.0,0.0035599502404570662,8.442968802412642e-11,0.0,0.0
2669,0.0072992700729927005,0.0,0.0,0.00014020329477742728,0.0,0.00019157339294535603,0.0,0.0,0.0001858527427151238,5.916240829315097e-11,0.0,0.0
3496,0.12895377128953772,0.24,0.12371134020618557,0.003224675779880827,0.0,0.003703005457778202,0.007437626315494196,0.007718313734988325,0.0064296334582189625,1.3785327057464716e-10,1.0,0.6870242484002556
1562,0.019464720194647202,0.015,0.010309278350515464,0.00014020329477742728,0.0,0.0005321543159959868,0.000726611739722939,0.000789046222472683,0.001954360964394324,8.398671793471894e-11,0.3909876841578823,0.958567633010585
1513,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0006979121712458452,0.0,0.0,0.0,0.0,0.0,0.0
97,0.07299270072992702,0.045,0.006872852233676976,0.00021030494216614092,0.0,0.09498285488972981,0.22173420464174118,0.9999999999999999,0.8252623977013777,7.94786014468212e-11,0.5347806192487883,0.8846626433255672
802,0.019464720194647202,0.05,0.010309278350515464,0.0,0.0,0.00044708191527305965,0.00035024108010155776,0.0010513848535824435,0.0,0.0,0.7477507904088447,0.7949479883171289
2716,0.0024330900243309003,0.0,0.0,0.0,0.0,4.336667486152312e-07,0.0,0.0,0.0,0.0,0.0,0.0
2719,0.0024330900243309003,0.0,0.0,0.0,0.0,8.658232351488606e-08,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,0.004257330196259128,0.0,0.0,0.0039300251144616105,8.444253028538058e-11,0.0,0.0
2257,0.0024330900243309003,0.0,0.0,0.0003505082369435682,0.0,9.647122818289961e-06,0.0,0.0,0.045841299682345224,2.1733616625457724e-06,0.0,0.0
1719,0.0024330900243309003,0.0,0.0,0.0,0.0,3.845164040408863e-07,0.0,0.0,0.0,0.0,0.0,0.0
1230,0.0024330900243309003,0.0,0.0,0.0,0.0,3.3616124614386702e-06,0.0,0.0,0.0,0.0,0.0,0.0
2756,0.012165450121654502,0.0,0.0,0.00028040658955485456,0.0,0.0055863731578733354,0.0,0.0,0.005969700943787373,7.820164515653567e-11,0.0,0.0
2803,0.0024330900243309003,0.0,0.0,0.0,0.0,7.561181735727382e-07,0.0,0.0,0.0,0.0,0.0,0.0
884,0.004866180048661801,0.0,0.0,0.0,0.0,0.00025010882616495646,0.0,0.0,0.0,0.0,0.0,0.0
1356,0.0024330900243309003,0.0,0.0,0.0,0.0,6.57691171494814e-08,0.0,0.0,0.0,0.0,0.0,0.0
641,0.004866180048661801,0.0,0.0,0.0,0.0,6.412147576134265e-07,0.0,0.0,0.0,0.0,0.0,0.0
1737,0.0024330900243309003,0.0,0.0,0.0,0.0,3.888846183673617e-07,0.0,0.0,0.0,0.0,0.0,0.0
1688,0.07542579075425791,0.08,0.044673539518900345,0.0012618296529968455,0.0,3.477923238930783e-05,3.6580374831072585e-05,2.2686062757178387e-05,2.4390973152088927e-05,3.72497364754293e-11,0.41452751078173483,0.4447921147591104
1107,0.0024330900243309003,0.0,0.0,0.0,0.0,4.812273300929994e-07,0.0,0.0,0.0,0.0,0.0,0.0
2107,0.019464720194647202,0.02,0.010309278350515464,0.00021030494216614092,0.0,0.00033705100914720106,8.286248644862102e-05,0.00011759315768588738,0.00029197875812324786,2.9715991891146555e-11,0.09386404927973124,0.9395245149080188
1044,0.0024330900243309003,0.0,0.0,0.0,0.0,6.410505924328265e-07,0.0,0.0,0.0,0.0,0.0,0.0
809,0.019464720194647202,0.01,0.003436426116838488,0.00028040658955485456,0.0,0.0008182598735698115,0.0019506396942179807,0.004168257306021015,0.0015162373532174572,8.475186101443344e-11,0.45508536833298807,0.9431275034370864
2010,0.0024330900243309003,0.0,0.0,0.0,0.0,3.8666097287393384e-07,0.0,0.0,0.0,0.0,0.0,0.0
2345,0.1654501216545012,0.165,0.030927835051546393,0.0008412197686645637,0.038461538461538464,4.443935740621909e-06,3.458524145064832e-06,1.0722329921429442e-05,1.5540420653501154e-05,5.645086619113288e-11,0.28839981193634595,0.7463622813402898
1675,0.009732360097323601,0.015,0.0,0.0,0.0,7.500234965288898e-06,4.07757615960492e-06,0.0,0.0,0.0,0.31135468446814346,0.0
1657,0.0024330900243309003,0.005,0.0,0.0,0.0,6.072927545591575e-09,7.723160080552007e-10,0.0,0.0,0.0,0.09710384854884407,0.0
1619,0.012165450121654502,0.005,0.0,0.00014020329477742728,0.0,0.00011464183945745933,6.856376602466201e-05,0.0,1.7776769028060413e-05,5.6737873277114264e-12,0.09133742402249018,0.0
499,0.20194647201946472,0.17500000000000002,0.05154639175257732,0.0016123378899404136,0.0,0.04321016135331392,0.07205457921483965,0.15866916627694166,0.1278392489898594,7.499483046039073e-11,0.5369484033632087,0.8330612058943825
1217,0.0072992700729927005,0.0,0.0,0.0,0.0,6.282570641502115e-07,0.0,0.0,0.0,0.0,0.0,0.0
1251,0.0024330900243309003,0.0,0.0,0.0,0.0,6.413721453945347e-08,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0340632603406326,0.075,0.03436426116838488,0.0012618296529968455,0.0,0.002891195746092821,0.0012206293805241163,0.0016099353068313301,0.002681271492014983,1.0907142941314988e-10,0.3454112212045312,0.7761686316012952
826,0.22627737226277372,0.28500000000000003,0.08934707903780069,0.00077111812127585,0.0,0.0021005060963576647,0.0029815283593842665,0.004236262273972347,0.0047342131940009136,2.438579307441427e-11,0.6643146136452549,0.5720910096589615
1066,0.0024330900243309003,0.0,0.0,0.0,0.0,4.228324615807704e-08,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.014598540145985401,0.02,0.01718213058419244,0.00028040658955485456,0.0,0.0006106027066926677,0.0003650258207722289,0.0003039008424969947,0.0003673539881039094,3.668918450627012e-11,0.3043270358729923,0.9186308690629045
439,0.026763990267639905,0.005,0.0,7.010164738871364e-05,0.0,0.0007783761397686277,0.00016185048269326928,0.0,0.0003680612625111883,3.9322539215134525e-12,0.014434411822209078,0.0
684,0.004866180048661801,0.0,0.0,0.0,0.0,6.191790408318946e-07,0.0,0.0,0.0,0.0,0.0,0.0
3281,0.0827250608272506,0.025,0.006872852233676976,0.00021030494216614092,0.0,0.0006431397269446114,0.0017300086777399368,0.0011943952899550589,0.0008086526483540038,1.0148512563670842e-11,0.30206541524734465,0.24377134195489783
3272,0.11678832116788321,0.19,0.08934707903780069,0.002663862600771118,0.0,0.0011166613134802274,0.0008414816720697395,0.0011074577473721655,0.0011141872688849254,7.225740004031374e-11,0.4555462232218622,0.7948679517068609
2234,0.0024330900243309003,0.0,0.0,0.0,0.0,3.9676225021383677e-07,0.0,0.0,0.0,0.0,0.0,0.0
3407,0.13381995133819952,0.135,0.013745704467353952,0.00028040658955485456,0.0,1.168697478869656e-05,1.3633911949337307e-05,7.278207802972421e-05,0.00011013332608591895,6.269274678319967e-11,0.43730692854233694,0.6981086375309647
199,0.0024330900243309003,0.0,0.0,0.0,0.0,3.9132591636671434e-07,0.0,0.0,0.0,0.0,0.0,0.0
761,0.046228710462287104,0.005,0.003436426116838488,7.010164738871364e-05,0.0,4.319946846180326e-05,0.0005506091158427481,0.0005838540060304116,0.0007505034930541317,8.364199304833815e-11,0.5122461491736546,0.9360166904001777
1894,0.05596107055961071,0.04,0.024054982817869414,0.0012618296529968455,0.0,0.00011919632852791303,0.00013851176051432124,0.00016900656024493278,0.0001579807495803921,9.488317607192477e-11,0.30864045814651586,0.9424269569490775
1057,0.26763990267639903,0.005,0.2233676975945017,0.00028040658955485456,0.0,0.00013002513609361267,0.002748037720329743,2.3687968286579696e-05,0.00020618762827944888,5.2747993574280566e-12,0.1467134790462228,0.4945848149198235
2588,0.0024330900243309003,0.0,0.0,0.0,0.0,3.817634379433776e-07,0.0,0.0,0.0,0.0,0.0,0.0
851,0.009732360097323601,0.01,0.0,0.0,0.0,1.9317719346881013e-07,1.482308732864033e-12,0.0,0.0,0.0,2.9296761158288183e-06,0.0
1555,0.0705596107055961,0.06,0.01718213058419244,0.0007010164738871364,0.0,1.6773492584810936e-05,4.5835852805189216e-05,8.608549224471482e-05,4.8284766874787584e-05,9.080126853394441e-11,0.8634396379833817,0.6907743227254278
2638,0.004866180048661801,0.0,0.0,0.0,0.0,3.964566083893446e-07,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0024330900243309003,0.0,0.0,0.0,0.0,7.226004851037097e-07,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0024330900243309003,0.005,0.0,0.0,0.0,1.4167886787363265e-08,5.182363279347473e-09,0.0,0.0,0.0,0.27930449936197316,0.0
847,0.06082725060827251,0.035,0.003436426116838488,0.00014020329477742728,0.0,6.2053064493420096e-06,3.7442256812630867e-06,9.461805032072815e-06,1.3406214378054883e-05,1.581016343205545e-11,0.12901011326971432,0.31866695434902215
2263,0.012165450121654502,0.01,0.006872852233676976,0.0003505082369435682,0.0,0.0004685685120626959,0.0007783458705021698,0.0008321362012664215,0.00043361513251986735,8.465148422931303e-11,0.5073720561852972,0.9437229492114724
1148,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,0.0003199542273229764,0.0,0.0,0.00026741279324796495,7.645353575902848e-11,0.0,0.0
612,0.0024330900243309003,0.005,0.003436426116838488,0.0,0.0,1.8421964253693402e-10,4.125259506443217e-11,4.394331342275269e-11,0.0,0.0,0.17063972642044617,0.9325391645379797
313,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,0.0003936490303562807,0.0,0.0,0.0003633851167161301,8.44425222789889e-11,0.0,0.0
1598,0.004866180048661801,0.0,0.0,0.0,0.0,1.8626641673500141e-07,0.0,0.0,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,7.010164738871364e-05,0.0,0.0,0.0,0.0,4.064461542090193e-07,9.70629596102805e-05,0.0,0.0
1812,0.07785888077858881,0.1,0.0,7.010164738871364e-05,0.0,0.005351447913109772,0.005486131567798786,0.0,0.00029092562476497227,1.554047765063944e-13,0.4892623976652564,0.0
1028,0.0024330900243309003,0.0,0.0,0.0,0.0,1.1267037721078413e-06,0.0,0.0,0.0,0.0,0.0,0.0
496,0.0024330900243309003,0.0,0.0,0.0,0.0,4.205259901156344e-07,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0024330900243309003,0.005,0.003436426116838488,7.010164738871364e-05,0.0,0.00042496185509486564,9.075023270457714e-05,9.666945588989859e-05,0.0003922905643404789,8.44425151528729e-11,0.16306647968081434,0.9402952692876101
1568,0.14841849148418493,0.19,0.07560137457044673,0.002733964248159832,0.0,8.961116146462696e-06,6.8678638003188926e-06,1.2625863543947531e-05,1.1552397411515092e-05,7.539595346474812e-11,0.3645694147443377,0.9395096286043447
2888,0.0024330900243309003,0.0,0.0,0.0,0.0,1.074037953420569e-06,0.0,0.0,0.0,0.0,0.0,0.0
2519,0.024330900243309004,0.015,0.0,7.010164738871364e-05,0.0,3.230980347758894e-05,9.550341284058187e-07,0.0,7.543740318506266e-05,2.135777719979844e-11,0.006771312051936636,0.0
2644,0.0024330900243309003,0.0,0.0,0.0,0.0,4.500642479026685e-06,0.0,0.0,0.0,0.0,0.0,0.0
602,0.0024330900243309003,0.005,0.0,7.010164738871364e-05,0.0,4.286997550040295e-08,3.4180914758000235e-08,0.0,1.777661694727628e-06,3.793108330685376e-09,0.6088263821391792,0.0
2308,0.004866180048661801,0.0,0.0,0.0,0.0,6.801868581801862e-07,0.0,0.0,0.0,0.0,0.0,0.0
2863,0.043795620437956206,0.035,0.0,0.0003505082369435682,0.0,1.7095731816752906e-05,8.700156446978942e-06,0.0,2.2803044646804295e-05,3.3892683056390734e-11,0.15112344181238624,0.0
589,0.0024330900243309003,0.0,0.0,7.010164738871364e-05,0.0,0.0004012834522500746,0.0,0.0,0.00037043261999895725,8.444252664846854e-11,0.0,0.0
539,0.08759124087591241,0.095,0.07903780068728522,0.0020329477742726957,0.0,0.0005161055402270114,0.000835433489537243,0.0008539792728397884,0.0007041910343216635,1.0054274036498437e-10,0.6523660750075992,1.0
1464,0.0024330900243309003,0.0,0.0,0.0,0.0,6.027586223692895e-07,0.0,0.0,0.0,0.0,0.0,0.0
1927,0.031630170316301706,0.025,0.010309278350515464,0.0003505082369435682,0.0,2.597061789338884e-05,2.394474449640418e-05,3.0394255069001918e-05,2.374260274582883e-05,3.2164440135252e-11,0.2707830823971442,0.672287953782228
427,0.17518248175182483,0.065,0.05154639175257732,0.0004907115317209955,0.07692307692307693,0.034861847658940806,0.093753429965939,0.07648768833971999,0.1084008016249584,2.7653553121803863e-11,0.3707785021886445,0.8309502035037133
1484,0.0024330900243309003,0.005,0.0,0.0,0.0,8.659001576137278e-08,3.878047681897955e-08,0.0,0.0,0.0,0.3419875552428036,0.0
2648,0.4768856447688565,0.18,0.12714776632302405,0.005327725201542236,0.0,0.015567979630200384,0.0626013225147097,0.06497973879586472,0.060464905405010615,1.3776277910496667e-10,0.5639811524940143,0.9417083081943339
816,0.004866180048661801,0.005,0.003436426116838488,0.00014020329477742728,0.0,2.9152538459397714e-05,1.928182804843662e-05,2.0539493623920386e-05,2.6911276769531854e-05,8.444251714598495e-11,0.25252765459049675,0.9402952561107955
197,0.004866180048661801,0.01,0.0,0.0,0.0,8.984793723986255e-08,5.068848058333027e-08,0.0,0.0,0.0,0.43079150877558137,0.0
373,0.051094890510948905,0.02,0.013745704467353952,0.0007010164738871364,0.0,0.00011100251578676007,0.0002827173240334052,0.000302010840760079,0.00022851690776944683,8.967460916087013e-11,0.3704480234915124,0.94295905803044
1059,0.004866180048661801,0.0,0.0,0.0,0.0,6.456687446889824e-08,0.0,0.0,0.0,0.0,0.0,0.0
1116,0.019464720194647202,0.035,0.020618556701030927,0.0004907115317209955,0.0,1.7295407189927158e-05,1.2758370253216045e-05,1.5867299117450178e-05,1.8233857874577196e-05,8.438380052546604e-11,0.49287792530961444,0.9409872791306122
2948,0.06082725060827251,0.055,0.020618556701030927,0.000981423063441991,0.0,0.006906409693273007,0.0056118324339146,0.010926094599676875,0.012471372985306506,9.25024464737405e-11,0.2730058503479711,0.9374359096865539
2146,0.0024330900243309003,0.0,0.0,0.0,0.0,9.265691836548068e-08,0.0,0.0,0.0,0.0,0.0,0.0
2225,0.0072992700729927005,0.0,0.0,7.010164738871364e-05,0.0,3.833025760641063e-05,0.0,0.0,0.0001065423544383568,8.475451303625428e-11,0.0,0.0
2782,0.0024330900243309003,0.0,0.0,0.0,0.0,5.565204749789265e-08,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0024330900243309003,0.005,0.003436426116838488,0.00021030494216614092,0.0,0.00017138006564497893,7.716014634713947e-05,8.158787499687697e-05,0.0006093515616874139,9.757348922710475e-10,0.34379506217552025,0.9333731492399876
508,0.0024330900243309003,0.0,0.0,0.0,0.0,3.774199942238046e-07,0.0,0.0,0.0,0.0,0.0,0.0
